id,list_id,listing_url,scrape_id,last_scraped,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_id,neighbourhood_id,url_id,location_id,property_id,avail_id,review_score_id,house_rules,interaction,access,name,summary,space,experiences_offered,notes,transit,description,Rank
16939260,16939260,https://www.airbnb.com/rooms/16939260,16939260,19-09-2019,f,f,1,1,0,0,4,33989334,16939260,16939260,16939260,16939260,16939260,16939260,,"Ich bin fÃ¼r euch 24 Stunden am Tag erreichbar. Bei Fragen, WÃ¼nschen, Tipps fÃ¼r die Stadt oder falls Ihr einfach jemanden zum Reden braucht kÃ¶nnt Ihr mich jederzeit per Handy erreichen. Wenn Ihr gerade in dem Ferienhaus seid, kann ich auch gerne zu euch kommen, denn ich wohne nur eine Minuten entfernt und kann mich direkt kÃ¼mmern.",Das GÃ¤stehaus steht unabhÃ¤ngig vom Haupthaus und verfÃ¼gt Ã¼ber einen separaten Eingang.,House near Water - 25 minutes to centre,Cosy House. Ideal for families.,"Das Haus ist sehr gemÃ¼tlich und bietet alles was man fÃ¼r einen entspannten Urlaub benÃ¶tigt. Wenn ihr nicht gerade unterwegs seid, werdet Ihr wahrscheinlich gemeinsam im hellen Wohnbereich sitzen und Zeit miteinander verbringen. Die KÃ¼che bietet alles um auch mal zu kochen und gemeinsam zu essen. Und... der Fernseher lÃ¤uft Ã¼ber Telekom Entertain. Das Haus hat zwei Etagen. Im Obergeschoss befindet sich die Doppelschlafcouch und ein Einzelbett im Wohnbereich. Unten befindet sich die KÃ¼che, das Bad und das Einzelzimmer. Kein Garten, aber in der NÃ¤he ist viel grÃ¼n und ein Park.",none,Es sind ein paar BÃ¼cher im Haus vorhanden.,"Die nÃ¤chste Bushaltestelle heiÃŸt ""Pfirsichweg"". Von dort fÃ¤hrt die Linie 134 in 15 Minuten zum nÃ¤chsten Bahnhof und Einkaufszentrum. In 5 Minuten zu FuÃŸ erreicht ihr auch die Haltestelle ""Emil-Basdeck-StraÃŸe"". Hier fÃ¤hrt zusÃ¤tzlich zum 134 der X34, der euch in 25 Minuten ohne Umstieg in die City West (Zoo, KurfÃ¼rstendamm, Kadewe) bringt.",Cosy House. Ideal for families.,1
19403546,19403546,https://www.airbnb.com/rooms/19403546,19403546,14-09-2019,f,f,1,1,0,0,1,136021659,19403546,19403546,19403546,19403546,19403546,19403546,,"Since we are on holidays during we asked Minou and Lindy from Awaykey to take care of the rental, from the booking, the welcome at the house, the cleaning of my house after your stay. They will also handle all communication with you.",You have full and private access to the house during your stay.,Authentic wooden house with beautiful garden,"This 140 m2 two floor house finds itself directly behind the famous Nieuwendammerdyke. You have an instant holiday feeling while enjoying the calmness and the cosy garden. On ground level you find the spacious living room with open kitchen Ã¡nd the master bedroom with closeby toilet. On the first floor there are two bedrooms, one with a one-persons bed and another one with convertible bed (from one to two persons). Also the modern bathroom is at the first floor.",,none,Late check in fee between 20:00 - 00:00 â‚¬30,"Easy to reach by car, public transport and bicycle. For pedestrians and bicyclists, there is a ferry departing from Amsterdam Central Station that reaches the house in less than 5 minutes. The ferry is free and runs 24 hours a day. Schiphol airport is less than 20 minutes away by train which makes this a great location for travelers wanting to stay close to the city center. 5-minute with the ferry and a 10 minute walk: Central Station, Lovers boating company, Mac Bike Rental. 5- minute with the ferry and a 10-minute walk: Dam square, Anne Frank House, Beurs van Berlage, Bijenkorf Department store, Mademe Tussaud, The Red light district","This 140 m2 two floor house finds itself directly behind the famous Nieuwendammerdyke. You have an instant holiday feeling while enjoying the calmness and the cosy garden. On ground level you find the spacious living room with open kitchen Ã¡nd the master bedroom with closeby toilet. On the first floor there are two bedrooms, one with a one-persons bed and another one with convertible bed (from one to two persons). Also the modern bathroom is at the first floor. You have full and private access to the house during your stay. Since we are on holidays during we asked Minou and Lindy from Awaykey to take care of the rental, from the booking, the welcome at the house, the cleaning of my house after your stay. They will also handle all communication with you. Situated north of the IJ River, our house encourages you to explore authentic Dutch life unspoilt by the tourist crowds. Safe and peaceful, the surrounding area is home to two beautiful natural highlights adored by the local community, ",1
20711836,20711836,https://www.airbnb.com/rooms/20711836,20711836,19-09-2019,f,f,1,1,0,0,2,148278791,20711836,20711836,20711836,20711836,20711836,20711836,"- Ruhezeit Sa.und So. zwischen 13 und 15 Uhr, - Rauchen nur auÃŸerhalb des GebÃ¤udes auf der Terrasse - ab 22 Uhr ist strikte Ruhe einzuhalten",Wir sind vor Ort und  tÃ¤glich kann man ab 18 Uhr einchecken.  Nach Absprache kann auch frÃ¼her eingecheckt werden. Per Handy immer erreichbar.,"Wir stellen ein komplett separat stehendes GÃ¤stehaus zur VerfÃ¼gung. Alle RÃ¤ume auÃŸer KÃ¼che, haben FuÃŸbodenheizung und kÃ¶nnen ganzjÃ¤hrig genutzt werden.",Ferienhaus Bischof Berlin,"Modernes Ferienhaus mit groÃŸer Terrasse auf hinterem Teil eines GrundstÃ¼ckes am nord/Ã¶stlichen Stadtrand von Berlin. Ein Schlafzimmer mit 2 Betten,  Wohnzimmer mit Schlafcouch und GÃ¤stebett, offene KÃ¼che, Bad mit Dusche und WC, alles mit FuÃŸbodenheizung (nicht in KÃ¼che), somit ganzjÃ¤hrig nutzbar. GroÃŸer Pool der von Mai bis September genutzt werden kann. S-Bahn S7 und Bus sind in 10 min. fuÃŸlÃ¤ufig zu erreichen. Mit Bahn ist man in 25 min. in der City. Unterkunft fÃ¼r max. 4 Personen.","Unser Ferienhaus liegt in einer grÃ¼nen und ruhigen Gegend, nahe einem Naturschutzgebiet mit sehr guter Verkehrsanbindung zu Bus und S-Bahn.",none,Das Ferienhaus ist im Ganzen Nichtraucherbereich. Auf der Terrasse besteht dafÃ¼r die MÃ¶glichkeit. Tiere sind nicht erwÃ¼nscht.,"Alle Ã¶ffentlichen Verkehrsmittel befinden sich in unmittelbarer NÃ¤he. GÃ¤ste die mit dem Auto anreisen,  kÃ¶nnen direkt am GrundstÃ¼ck parken.","Modernes Ferienhaus mit groÃŸer Terrasse auf hinterem Teil eines GrundstÃ¼ckes am nord/Ã¶stlichen Stadtrand von Berlin. Ein Schlafzimmer mit 2 Betten,  Wohnzimmer mit Schlafcouch und GÃ¤stebett, offene KÃ¼che, Bad mit Dusche und WC, alles mit FuÃŸbodenheizung (nicht in KÃ¼che), somit ganzjÃ¤hrig nutzbar. GroÃŸer Pool der von Mai bis September genutzt werden kann. S-Bahn S7 und Bus sind in 10 min. fuÃŸlÃ¤ufig zu erreichen. Mit Bahn ist man in 25 min. in der City. Unterkunft fÃ¼r max. 4 Personen. Unser Ferienhaus liegt in einer grÃ¼nen und ruhigen Gegend, nahe einem Naturschutzgebiet mit sehr guter Verkehrsanbindung zu Bus und S-Bahn. Wir stellen ein komplett separat stehendes GÃ¤stehaus zur VerfÃ¼gung. Alle RÃ¤ume auÃŸer KÃ¼che, haben FuÃŸbodenheizung und kÃ¶nnen ganzjÃ¤hrig genutzt werden. Wir sind vor Ort und  tÃ¤glich kann man ab 18 Uhr einchecken.  Nach Absprache kann auch frÃ¼her eingecheckt werden. Per Handy immer erreichbar. Wir wohnen in einer Einfamilienhaus Gegend mit Naturschutzgebiet, Pferdekoppel",1
20839690,20839690,https://www.airbnb.com/rooms/20839690,20839690,19-09-2019,f,f,2,1,1,0,13,133206170,20839690,20839690,20839690,20839690,20839690,20839690,"No need to clean the room ,No laundry , No cooking , but there is a microwave in the kitchen for guests. you could use refrigerator and dishes . After 10pm a very quick shower. PLEASE write the time you get to the flat . Thank you","the flat is 3min on foot  to Haselhorst station ,so it takes 30 min to Tegel airport, 30min to center of city mean Zoologischegarten.and the underground (U7) is the best and longest which connect to all other public transportation, so cover all part of giant Berlin.",You will have a private bedroom and have access to the bathroom and kitchen too.,Big bright room in green area with tea & coffee,"Guests can check in even after midnight. Big bright double room with wardrobe, in a neat 4 rooms apartment (kitchen, bathroom, 2 bedroom).  Room have a big bright window.  The flat is on the raised ground floor. All the apartment has been renovated recently. & we serve tea & coffe whenever you want. 2 minutes by walking to bus station & 4 minutes by walking to metro station","Nearly everything in the house is new, especially all the forniture in the bedroom. The house has been completely renovated recently, so everything in the bedroom is new Three cats live in the house, but you'll probably see only 1, and not necesserarily, because they are always out. Check in : From 12pm till anytime even after midnight",none,"No cooking , no laundry. Not to download from internet. Check in & check out time could be flexible . Check in : From 1pm till anytime even after midnight","Hazelhorst U Bahn station is 4 minutes away(by walking) where you can access the U7 line (that takes you everywhere in the city, downtown included). There are also several bus lines,  2 minutes(by walking) away too. free and easy to find parking spots. by bus it takes 30 min to the central bus station an Messe (berlin exibition) . with U7 takes 30 min to Tegel airport and 30 min to city center (Zoologischegarten) and  5 min to Zittadelle and Rathaus Spandau","Guests can check in even after midnight. Big bright double room with wardrobe, in a neat 4 rooms apartment (kitchen, bathroom, 2 bedroom).  Room have a big bright window.  The flat is on the raised ground floor. All the apartment has been renovated recently. & we serve tea & coffe whenever you want. 2 minutes by walking to bus station & 4 minutes by walking to metro station Nearly everything in the house is new, especially all the forniture in the bedroom. The house has been completely renovated recently, so everything in the bedroom is new Three cats live in the house, but you'll probably see only 1, and not necesserarily, because they are always out. Check in : From 12pm till anytime even after midnight You will have a private bedroom and have access to the bathroom and kitchen too. the flat is 3min on foot  to Haselhorst station ,so it takes 30 min to Tegel airport, 30min to center of city mean Zoologischegarten.and the underground (U7) is the best and longest which connect to all o",1
21222071,21222071,https://www.airbnb.com/rooms/21222071,21222071,19-09-2019,f,f,1,0,1,0,1,12950365,21222071,21222071,21222071,21222071,21222071,21222071,,,Das Zimmer mit angrenzendem Wohnbereich liegt im 1. Obergeschoss unseres Einfamilienhauses. Die KÃ¼che befindet sich im Erdgeschoss und kann mit genutzt werden.,Ruhig wohnen und schlafen im Berliner Norden,"Wir bieten ein helles, freundlich eingerichtetes Schlafzimmer mit Doppelbett und separatem Wohnbereich und einem Badezimmer. Ruhig und grÃ¼n gelegen,  erreicht man die Innenstadt in knapp 40 Min. mit der S-Bahn.  Wir freuen uns Ã¼ber GÃ¤ste aus aller Welt, stehen mit unseren Kenntnissen Ã¼ber die Stadt gerne zur VerfÃ¼gung, sprechen Englisch. Die voll ausgestattete KÃ¼che des Hauses kann auf Wunsch mit genutzt werden.","Der kleine Wohnbereich liegt direkt angrenzend zum Schlafraum. Beide RÃ¤ume sind durch eine VerbindungstÃ¼r verbunden und bilden deshalb eine Einheit.  Ausgestattet ist der Raum mit einem Sofa, einem Sideboard, Regal und einem neuen groÃŸen Fernseher.",none,,"Wir sind sehr gut an der Sbahn angebunden (Linie S 1). Diese fÃ¤hrt in ca. 30 Minuten zur FriedrichstraÃŸe und bietet an verschiedenen Stationen diverse UmsteigemÃ¶glichkeiten in alle Richtungen der Stadt. Von unserem Haus sind es zu FuÃŸ ca. 10 Minuten zu FuÃŸ zur Sbahnstation oder Ihr nehmt die  Busse 125 oder 220,  die Euch in nur wenigen Minuten zum Sbahnhof bringen.","Wir bieten ein helles, freundlich eingerichtetes Schlafzimmer mit Doppelbett und separatem Wohnbereich und einem Badezimmer. Ruhig und grÃ¼n gelegen,  erreicht man die Innenstadt in knapp 40 Min. mit der S-Bahn.  Wir freuen uns Ã¼ber GÃ¤ste aus aller Welt, stehen mit unseren Kenntnissen Ã¼ber die Stadt gerne zur VerfÃ¼gung, sprechen Englisch. Die voll ausgestattete KÃ¼che des Hauses kann auf Wunsch mit genutzt werden. Der kleine Wohnbereich liegt direkt angrenzend zum Schlafraum. Beide RÃ¤ume sind durch eine VerbindungstÃ¼r verbunden und bilden deshalb eine Einheit.  Ausgestattet ist der Raum mit einem Sofa, einem Sideboard, Regal und einem neuen groÃŸen Fernseher. Das Zimmer mit angrenzendem Wohnbereich liegt im 1. Obergeschoss unseres Einfamilienhauses. Die KÃ¼che befindet sich im Erdgeschoss und kann mit genutzt werden. Unser Einfamilienhaus liegt in einer Gartenstadt im Berliner Norden, d.h. es ist sehr grÃ¼n und absolut ruhig. Dennoch erreicht man die pulsierende GroÃŸstadt mit der Sbahn in c",1
21696109,21696109,https://www.airbnb.com/rooms/21696109,21696109,14-09-2019,f,f,1,0,1,0,4,151343636,21696109,21696109,21696109,21696109,21696109,21696109,,,,The DJ Lounge,The DJ lounge is the perfect start and ending of a beautiful day in Amsterdam City. It is located in the hip and cool hotspot of Amsterdam North at only 5 minutes by bus to the heart of the city. Furthermore the DJ Lounge is stuffed with Studio and DJ gear (only as decoration) to give you the perfect ambiance for your stay in Amsterdam!,,none,,,The DJ lounge is the perfect start and ending of a beautiful day in Amsterdam City. It is located in the hip and cool hotspot of Amsterdam North at only 5 minutes by bus to the heart of the city. Furthermore the DJ Lounge is stuffed with Studio and DJ gear (only as decoration) to give you the perfect ambiance for your stay in Amsterdam!,1
22195977,22195977,https://www.airbnb.com/rooms/22195977,22195977,19-09-2019,f,f,2,0,2,0,0,75776324,22195977,22195977,22195977,22195977,22195977,22195977,,,,2. Room in Berlin,"Meine Unterkunft ist gut fÃ¼r alleinreisende Abenteurer aber auch fÃ¼r Berlinbesucherpaare, die die Abende im GrÃ¼nen verbringen wollen. Es gibt Wald, Wasser und jede Menge Gegend. Das Bad und die KÃ¼che werden von 2 weiteren Mitbewohnern genutzt. My lodging is good for unaccompanied adventurers, and for Berlin visitor's pairs which want to spend the evenings in the Green. There is wood, water and a lot of area. The bath and the kitchen are used by 2 other occupants.",,none,,,"Meine Unterkunft ist gut fÃ¼r alleinreisende Abenteurer aber auch fÃ¼r Berlinbesucherpaare, die die Abende im GrÃ¼nen verbringen wollen. Es gibt Wald, Wasser und jede Menge Gegend. Das Bad und die KÃ¼che werden von 2 weiteren Mitbewohnern genutzt. My lodging is good for unaccompanied adventurers, and for Berlin visitor's pairs which want to spend the evenings in the Green. There is wood, water and a lot of area. The bath and the kitchen are used by 2 other occupants.",1
22302187,22302187,https://www.airbnb.com/rooms/22302187,22302187,19-09-2019,f,f,1,0,1,0,1,39537827,22302187,22302187,22302187,22302187,22302187,22302187,,I will be available on whatsap anytime,,Room with private toilet & entrance 30sqm,"Nice room in lovely apartment with private entrance nice new furniture, bus stop is in front and super market and food donor shop is 200 meters. S Bahn is 4 stops by bus or 8 minutes walk by foot. In 25 minutes you can go to Friedrichstr station which is main location. Up to 2 guest",This is one big room with private toilet and private entrance on the ground floor without kitchen.,none,,,"Nice room in lovely apartment with private entrance nice new furniture, bus stop is in front and super market and food donor shop is 200 meters. S Bahn is 4 stops by bus or 8 minutes walk by foot. In 25 minutes you can go to Friedrichstr station which is main location. Up to 2 guest This is one big room with private toilet and private entrance on the ground floor without kitchen. I will be available on whatsap anytime Supermarket and park is near by walking. S bahn is at 8 min walk and 3 min by bus which straight takes you to friedrichstr main station.",1
22489018,22489018,https://www.airbnb.com/rooms/22489018,22489018,19-09-2019,f,f,1,0,1,0,1,66069238,22489018,22489018,22489018,22489018,22489018,22489018,"- Wir wÃ¼nschen keinen Besuch anderer, als gebuchter Personen in unserem Haus! - WÃ¤schewaschen und AufhÃ¤ngen nasser WÃ¤sche im Bad und im Zimmer sind nicht gestattet. - Bei Verlust des HaustÃ¼rschlÃ¼ssels wird eine GebÃ¼hr von 50,-â‚¬ fÃ¤llig!  - Wir kÃ¶nnen nur Buchungen von GÃ¤sten mit 1 Hund (GrÃ¶ÃŸe wie Labrador/Golden Retriever) oder 2 Hunden (Dackel/Jack Russel oder kleiner) akzeptieren! - Bei der Buchungsanfrage/Buchung ist der Hund explizit zu benennen: Rasse, GrÃ¶ÃŸe, Erfahrungen zum Verhalten anderen Hunden gegenÃ¼ber, FÃ¤higkeit die offeneTreppe ins OG zu benutzen.  Reist ein gebuchter und bestÃ¤tigter Gast ohne AnkÃ¼ndigung mit einem Hund an, behalten wir uns vor, dessen Aufnahme abzulehnen und bitten hierfÃ¼r um VerstÃ¤ndnis!","Wir wohnen im Haus und stehen Ihnen fast immer auf Wunsch sehr gern mit Rat und Tat zur VerfÃ¼gung. Wenn Sie es wÃ¼nschen, essen und trinken wir vielleicht sogar einmal zusammen und reden miteinander - wir sind fÃ¼r vieles offen. Sie entscheiden, wann Sie Ihre Ruhe genieÃŸen mÃ¶chten. In den gemeinsam genutzten Bereichen versuchen wir, dies so gut wie mÃ¶glich zu respektieren. Gern kÃ¼mmern wir uns - nach vorheriger Absprache - liebevoll und kompetent um Ihre Kinder oder um Ihren Hund, wenn Sie vielleicht einmal allein auf Entdeckungstour gehen wollen. Da wir sowohl erfahrene Hundebesitzer, als auch schon 9 Jahre GroÃŸeltern sind, befinden sich Ihre Lieblinge stets in guten HÃ¤nden! Gern bieten wir Ihnen auch bei VerfÃ¼gbarkeit und vorheriger Absprache Fahrdienste vom/zum Bahnhof an. Unsere italienischen Lieblingsweine, Softdrinks und Bier finden Sie zu fairen Preisen und wohl temperiert in Ihrem KÃ¼hlschrank.","Wifi finden Sie mit guter Geschwindigkeit im ganzen Haus, auf der Terrasse und im Garten.",Countryside - just minutes away form the City,"Your ""AT HOME IN HOLIDAY"" is located in a quiet settlement area on the upper floor of our house, near a golf course. Public transport, restaurants and supermarkets are within walking distance.","Unser ""ehemaliges 3-Generartionen-Haus"" bietet nun genÃ¼gend Platz fÃ¼r GÃ¤ste, sehr gern auch mit Hund (1 Hund der GrÃ¶ÃŸe vergl. Labrador oder 2 Hunde wie Dackel nach Absprache und Autorisierung)! Beagle, Buddy und wir haben gern Besuch! Haus und Garten bieten Platz und MÃ¶glichkeiten fÃ¼r private Nutzung, ohne sich gegenseitig zu stÃ¶ren. Ihre gemÃ¼tlichen Zimmer mit 1 ausgebauten DachbÃ¶den und privatem Bad direkt nebenan, bieten Raum und PrivatsphÃ¤re fÃ¼r einen entspannten Aufenthalt fÃ¼r bis zu 5 Personen (inkl. Kinder ab 3 Jahre + maximal 2 Kleinkinder) auch mit einem Hund. Sie finden einen KÃ¼hlschrank mit Erstausstattung, Geschirr, Besteck, GlÃ¤ser, eine Kaffeemaschine, einen Wasserkocher, einen Eierkocher, eine Mikrowelle mit Grill und einen Toaster fÃ¼r Ihr FrÃ¼hstÃ¼ck, die kleine Mahlzeit zwischendurch oder ein heiÃŸes GetrÃ¤nk. Durch die NÃ¤he zum Zentrum kÃ¶nnen Sie das ganze Leben und die SehenswÃ¼rdigkeiten unserer wunderbaren Stadt erleben und sich danach entspannt erholen. Ein Spaziergang ",none,"ACHTUNG Hundebesitzer: Ihre Unterkunft liegt im Obergeschoss unserer Hauses. Es gibt sehr wenige Hunde, die Angst vor dem Besteigen einer offenen Treppe haben. Bitte versichern Sie sich, dass das fÃ¼r Ihren Liebling keine unÃ¼berwindbare HÃ¼rde ist Wir kÃ¶nnen nur Buchungen von GÃ¤sten mit 1 Hund (GrÃ¶ÃŸe wie Labrador/Golden Retriever) oder 2 Hunden (Dackel/Jack Russel oder kleiner) akzeptieren! Der Dachboden ist nur Ã¼ber eine steile Klappleiter auf eigene Gefahr begehbar. Das ist nichts fÃ¼r kleine Kinder und Menschen mit Handicap!","Parken kostenfrei am StraÃŸenrand Zu FuÃŸ erreichbar:  Bus - 950 m S-Bahn - ca. 1,8km Vom S-Bahnhof Blankenburg: zum Zentrum/FriedrichstraÃŸe â€“ direkt in 18 Minuten zum Reichstag/Brandenburger Tor - direkt in 20 Minuten zur Messe Nord â€“ 1 Umstieg in 25 Minuten zum Flughafen SchÃ¶nefeld - 1 x Umsteigen in 1 Stunde und 10 Minuten zum Flughafen Tegel - 2 x umsteigen in ca. 30 Minuten Tickets: Wir empfehlen Mehrtagestickets oder Familientickets. Informationen auf (Website hidden by Airbnb)   Tickets kaufen Sie bequem mit der App BVG Tickets Tipp fÃ¼r GÃ¤ste mit PKW: Nutzen Sie den kostenlosen Park&Ride Parkplatz in Pankow-Heinersdorf, wenn Sie die Stadt entdecken...","Your ""AT HOME IN HOLIDAY"" is located in a quiet settlement area on the upper floor of our house, near a golf course. Public transport, restaurants and supermarkets are within walking distance.",1
23786884,23786884,https://www.airbnb.com/rooms/23786884,23786884,19-09-2019,f,f,1,1,0,0,1,51646421,23786884,23786884,23786884,23786884,23786884,23786884,,Da meine Familie und ich auch in dem Haus leben stehen wir jederzeit bei Fragen zur VerfÃ¼gung.,,Elno's Feriendomizil,"Fernab vom Schuss und doch mitten drin..... Im grÃ¼nen Norden (Berlin-Frohnau) am Wald gelegen. Direkter Einstieg in den ""Berliner Mauerweg"", bestens fÃ¼r Fahrradtouren geeignet. Fahrradverleih ca. 2 km an den Frohnauer PlÃ¤tzen. Dort gibt es SupermÃ¤rkte, einen Bio-Laden, Apotheken, Restaurants, CafÃ© ....... Der Bus ist in 5 Minuten erreichbar. Die S-Bahn fÃ¤hrt in  35 Minuten ins fazinierende berliner Stadtleben. Ideal fÃ¼r Naturliebhaber und idealer Ausgangspunkt fÃ¼r touristische Erkundungen.","Das groÃŸe Zimmer ist mit einem Doppelbett (2 m x 2 m) ausgestattet.  Das Feriendomizil verfÃ¼gt Ã¼ber eine voll ausgestattete KÃ¼che und einen  Essbereich, diese stehen unseren GÃ¤sten zur Benutzung zur VerfÃ¼gung. Im gemeinschaftlichen  Wohnbereich steht eine Schlafcouch zum ausklappen, sowie eine Zustellbett zur VerfÃ¼gung.",none,"Bitte beachten: unser Haus liegt in WaldnÃ¤he. Der Bus ist in ca. 5 Minuten zu erreichen. Zu den Touristenattraktionen in der City benÃ¶igt man ca. 35 Minuten.  Bitte bei der Bewertung darauf acht geben.......... (Sterneabzug deswegen finde ich nicht akzeptabel, da vorher darauf hingewiesen wurde)!! WLAN manchmal Ã¼berlastet, daher keine Garantie fÃ¼r optimalen Empfang.",....,"Fernab vom Schuss und doch mitten drin..... Im grÃ¼nen Norden (Berlin-Frohnau) am Wald gelegen. Direkter Einstieg in den ""Berliner Mauerweg"", bestens fÃ¼r Fahrradtouren geeignet. Fahrradverleih ca. 2 km an den Frohnauer PlÃ¤tzen. Dort gibt es SupermÃ¤rkte, einen Bio-Laden, Apotheken, Restaurants, CafÃ© ....... Der Bus ist in 5 Minuten erreichbar. Die S-Bahn fÃ¤hrt in  35 Minuten ins fazinierende berliner Stadtleben. Ideal fÃ¼r Naturliebhaber und idealer Ausgangspunkt fÃ¼r touristische Erkundungen. Das groÃŸe Zimmer ist mit einem Doppelbett (2 m x 2 m) ausgestattet.  Das Feriendomizil verfÃ¼gt Ã¼ber eine voll ausgestattete KÃ¼che und einen  Essbereich, diese stehen unseren GÃ¤sten zur Benutzung zur VerfÃ¼gung. Im gemeinschaftlichen  Wohnbereich steht eine Schlafcouch zum ausklappen, sowie eine Zustellbett zur VerfÃ¼gung. Da meine Familie und ich auch in dem Haus leben stehen wir jederzeit bei Fragen zur VerfÃ¼gung. Ãœberwiegend EinfamilienhÃ¤user .... Bitte beachten: unser Haus liegt in WaldnÃ¤he. Der Bus",1
